handle,rating,class,solvedCount,maxStreak
whquddn55,2316,7,1384,165
kanghyeoni,2315,8,180,57
moonlit,2315,7,1258,9
opop20207,2315,7,881,3
pjhalpha,2315,7,1521,259
spat,2315,8,1104,8
world9969,2315,7,2810,555
glanceyes,2314,7,1351,126
gs11008,2314,6,1037,17
lyj4534,2314,6,434,11
mulmuri,2314,6,372,4
nanoblob,2314,8,128,8
bennyk0406,2313,5,1158,185
mekind,2313,7,1413,23
sadtreap,2313,0,371,86
stasio6,2313,0,139,8
wowoto9772,2313,7,2406,3
4hn6,2312,7,1391,542
chongin12,2312,7,2279,1293
comseung18,2312,7,2261,19
changwook987,2311,7,2314,409
iluem100,2311,8,816,22
karasuta,2311,6,359,36
mikle8244,2311,7,1100,19
zecookiez,2311,6,263,1
ki9014,2310,7,1428,14
smmaker118,2310,7,2358,1111
haja,2309,6,670,1
jsw1902,2309,5,1246,153
kchwoony210,2309,6,960,10
tosang,2309,7,2234,81
goodgood123,2308,7,1263,513
hyakintoss,2308,7,2756,2
pengoosedev,2308,7,616,48
skyblue02,2308,7,543,7
wvw,2308,7,1117,126
fccva,2307,7,1374,503
limitkr,2307,6,724,365
pnoin,2307,5,1599,783
qqqq,2307,0,316,2
0xc0de1dea,2306,5,1412,310
junhaa,2306,8,1344,682
kyaryunha_cpp,2306,7,780,60
tpdnjs94,2351,7,2308,4
seokgukim,2350,7,1975,1136
yeongminb,2350,7,672,95
0917jong,2349,7,1863,535
ganghe74,2349,6,1414,3
kfanfanb,2349,7,630,6
xuanbac05,2349,8,151,18
rhdqor213,2348,7,2866,153
gs16100,2347,5,498,167
herdson,2346,7,2149,223
hun3555,2346,6,1256,139
jungin0507,2346,7,560,8
masooka,2346,7,532,177
nuclear852,2346,7,770,9
atomzeno,2345,6,603,3
pauljjang410,2345,6,1886,864
youngjun7,2345,7,913,100
iygav1238,2344,7,1138,27
kss418,2344,7,1952,276
ansns,2343,0,325,4
colory,2343,7,1420,128
dayo05,2343,7,897,437
fermion5,2343,7,3517,1083
jisung6723,2343,7,864,111
mitsumisiemens,2343,8,581,34
thahn106,2343,7,3081,1212
Alinfty,2342,6,396,8
aru0504,2342,7,2344,7
katecode,2342,8,2171,17
r1n,2342,8,121,73
asdjke,2341,4,915,7
coxld,2341,7,934,190
curnurx,2341,7,1441,256
ks9509,2341,7,1696,3
train0113,2341,6,1095,45
wlssud0701,2341,7,350,116
mathdong01,2340,6,876,13
gst23078,2339,6,980,707
CookieHCl,2337,5,802,8
dhlee1031,2337,6,576,19
adofai,2336,5,1097,20
hansc0320,2336,7,1085,1
meque98,2336,6,832,26
tothesky7,2336,7,1410,7
city,2335,7,1984,554
cjhool,2335,6,7313,927
juneharold,2335,6,1008,12
rinnnt,2335,8,789,205
cubic,2334,6,1512,209
dydwo0809,2334,6,1184,506
upple1,2279,7,1294,3
wnstjd13245,2279,7,784,3
4011hjs,2278,6,1781,3
areian13,2278,6,2769,1261
kongum,2278,6,1052,341
mangoqwq,2277,9,121,5
mani828,2277,7,1267,92
r4pidstart,2277,7,2236,1191
rb3krn,2277,7,1390,615
shortcakesweets,2277,6,496,73
18sht1710,2276,7,1321,5
david_0506,2276,7,811,9
sb3991,2276,6,569,7
shmallow,2276,7,1968,3
antifly55,2275,7,671,7
dopppp,2275,6,747,19
kkpos0206,2275,6,504,7
chlwnsgurb,2274,7,643,16
hynb13,2274,7,669,19
hwon233,2273,7,815,5
kind2783,2273,7,1103,248
lsy980124,2273,7,308,46
enopid,2272,7,679,136
jamesoh1201,2272,6,740,42
kcits970,2272,6,1321,35
lsn1106,2272,6,1028,2
orangewhitefox,2272,6,1099,513
songuno1,2272,7,3690,819
dkl416,2271,6,2094,1313
heyok,2271,7,1003,274
kimmy04,2271,7,502,25
firework72,2270,7,1458,365
jeong1208,2270,7,381,36
sch314,2270,5,483,37
t101010101,2270,7,660,69
lkyxbar,2269,7,1363,420
yuja,2269,7,1291,100
exponential_e,2268,6,2845,50
rorhcdream,2268,7,268,30
jinhwanlazy,2267,7,1387,130
tonystar0420,2267,7,689,33
cmgjol010,2266,5,1084,42
wlsdka12,2266,7,921,36
2dudgns,2265,6,850,383
2nn300hu,2265,5,508,52
dlaud5379,2265,6,2126,328
jshyun912,2265,7,2487,1098
zxcv1072,2265,6,2123,325
richardko,2295,7,751,123
rlj1202,2295,7,1140,14
cinador,2294,7,2753,1041
jh502125,2294,7,534,6
jwhero94,2294,7,469,16
my016658,2294,7,2281,65
willi19,2294,3,789,1
ssdaze,2293,7,537,1
joonas,2292,7,2227,5
myHan,2292,5,606,3
qawbecrdtey,2292,7,3368,85
brother,2291,6,484,90
bupjae,2291,6,2256,32
clumpy,2291,7,703,10
jinsoolve,2291,7,816,14
mskim17,2291,7,1085,93
kth990303,2290,7,2040,87
number0316,2290,6,898,625
dpjungmin,2289,7,1006,6
give654,2289,6,564,32
kh0i,2289,0,130,11
mywoospam,2289,6,1027,125
poohthegomdol,2289,8,355,24
brcps12,2287,7,970,2
cr00,2287,6,717,362
jsh031613,2287,7,713,20
hchoe166,2286,5,522,105
yshinus,2286,7,1092,42
danlee7,2285,7,1302,334
enochjung,2285,7,918,12
gksrudtn99,2284,7,1281,10
minpago,2284,6,1201,18
nicehong7,2284,6,874,31
wo01416,2284,5,447,8
jemin0619,2283,6,1196,396
per_ardua_ad_astra,2283,7,847,66
plvs_vltra,2283,3,291,15
cloudholic,2282,0,130,12
dbsgur1208,2282,6,430,17
bjh3502,2281,7,1862,888
HJY,2281,6,688,0
hotspring,2281,5,415,5
kkigon,2281,7,754,81
langley,2281,7,167,7
spaghettigenerat0r,2281,6,904,125
johnny7384,2280,0,196,17
rhtkdwls,2280,4,411,3
rlatjwls3333,2280,7,4475,691
duram21,2279,7,1994,65
junhyung9985,2279,7,1304,195
kokosoko59,2255,6,1880,130
lsvk9921,2255,6,700,26
soohakgwa_want,2255,3,266,13
cocoa_chan,2254,0,214,20
dhdroid,2254,6,288,3
shoo040113,2254,6,2116,220
tjrwodnjs999,2254,7,1642,1
woonikim,2254,5,881,1
dh0450,2253,6,927,253
emoney96,2253,7,2627,1401
harison1113,2252,7,1560,715
onionfarmer,2252,7,369,29
sjm150,2252,7,1228,338
yuiop8747,2252,7,788,2
algoshipda,2251,6,1162,1
boll0918,2251,7,2063,525
g3gogogo,2251,7,1404,32
j67055,2251,6,730,160
mgin0527,2251,7,3207,1044
ghh7964,2250,5,672,467
lyj9975,2250,6,316,74
minggyul,2250,5,3030,1239
bsheep0304,2249,5,1181,21
haze_hase_hate,2249,7,865,392
ia0102,2249,6,1004,230
mod96,2249,7,581,6
msphere,2249,7,730,20
munhwas1140,2249,7,1553,264
sd12339,2249,7,1745,937
seokjin1013,2249,7,1314,65
wjshim,2249,7,404,5
wrath9764,2249,7,791,71
lenyemu,2248,7,571,108
lordnet,2248,7,415,4
soph20,2248,7,1180,49
tkfkddl59323,2248,5,714,13
kir93,2247,7,1043,122
love94610,2247,7,727,12
asdfghjkl46,2246,8,787,12
rail,2246,7,1840,49
rlaalsdms1,2246,7,873,272
vladithur,2246,8,360,41
0archlinux0,2245,6,538,23
andrew2005,2245,7,647,498
anfidthtn,2245,7,1994,1025
caru1229,2245,7,449,32
chw0501,2245,6,725,2
dhoklim,2245,6,496,54
cdg0228,2264,7,2022,730
fienestar,2264,7,561,11
opusdeisong,2264,6,1365,350
sdh0321,2264,7,1184,528
zxcvber,2264,6,1747,315
ajgustmd,2263,6,945,115
baram0721,2263,7,867,80
cohenpf,2263,6,702,118
cptech,2263,2,525,6
jsc0,2263,7,1436,154
rk001233,2263,7,662,438
taegyunn123,2263,7,676,155
bone,2262,6,1183,2
jyunni,2262,7,1863,618
lemonoyaa,2262,7,405,13
qwerty_po,2262,6,497,12
wlxyzlw,2262,6,1409,4
wnsduds1,2262,7,667,128
cko301,2261,6,2031,40
kty050121,2261,7,1284,151
pjh9996,2261,6,1558,4
yundokim0405,2261,7,269,34
dyddl2082,2260,7,788,100
malkoring,2260,7,2115,114
money1356,2260,8,798,244
njw1204,2260,6,1579,11
rlagusals1102,2260,6,962,43
xtozero,2260,7,1252,953
acskr,2259,7,358,13
aiden3233,2259,6,548,9
chobocoder,2259,6,1496,327
gibaek1102,2259,6,882,366
kdy40929,2259,6,1074,144
ljjk159,2259,6,412,80
swlee0202,2259,6,741,48
0218jhlee,2258,7,905,8
bbb1293,2258,7,1591,214
dasyma,2258,5,1046,620
ibasic,2258,7,151,33
inksamurai,2258,0,353,6
jhpark0314,2258,7,2253,466
kyr778,2258,7,1772,587
sweetlay,2258,4,262,4
cdw2241,2257,6,433,201
devbelly,2257,6,1721,75
kimdae963,2257,7,1180,5
kimhero,2257,7,1389,862
ksj614,2257,7,2482,36
programs2004,2256,6,2150,838
khf7000,2255,6,824,33
lighthouse97,2245,7,499,6
skykhs3,2245,7,181,5
uh_no,2245,7,820,16
byeop24,2244,6,500,4
cesmark376,2244,7,598,50
gks10101,2244,6,1279,35
cmj092222,2243,6,1057,19
easteregg423,2243,7,2399,407
gbs16_dohyun,2243,7,575,16
jangkke,2243,6,486,13
mslee720,2243,6,743,66
tepk2924,2243,5,970,198
yty2589,2243,7,699,131
aig0016,2242,6,2399,1024
buttercrab,2242,6,719,16
hello70825,2242,7,2046,120
joonbug1572,2242,7,493,7
sangyoon9,2242,6,769,32
serity,2242,7,1016,12
seungwoo07,2242,5,921,260
asdfguest,2241,6,580,6
cchccc,2241,7,1357,94
leosonyee,2241,6,741,59
ljaewon97,2241,6,1106,217
ljj8520,2241,7,247,6
koreii,2240,7,3271,935
lilack,2240,7,587,49
neolith,2240,6,295,30
pyeong,2240,7,973,373
qilip,2240,7,615,128
rhksdn6227,2240,6,975,1
5tarlight,2239,6,1225,25
anonyk,2239,7,2356,1281
kdk,2239,7,683,8
dadas08,2238,6,1187,43
dslr,2238,6,1085,68
eoehd1ek,2238,7,4715,944
hckim96,2238,7,1299,208
peter0708,2238,7,860,7
rhrnak,2238,0,602,4
manybirds,2237,7,413,8
mastershim,2237,6,2201,929
smj0328,2237,6,291,5
wariatros,2237,7,1025,25
yhytoto12,2237,7,1039,2
741u741,2236,7,703,23
bbang_ssn,2236,7,904,366
ilove209b,2236,6,1136,39
jcu011,2236,7,848,6
kimmingee2008,2236,6,460,91
tktj12,2236,7,511,32
iwantappdev,2235,6,709,92
kkomabear1227,2235,7,1081,53
klight1994,2235,6,1077,1
mnx,2235,5,884,65
nhk9503,2235,6,1152,700
solibaht,2235,7,382,13
ywoosang,2235,7,734,185
acepark,2234,7,740,20
dydals1004,2234,7,1015,95
gloomy_sunday,2234,7,1069,16
hemi0213,2234,6,915,342
peter1201,2234,6,949,1
rickyhi,2234,5,439,35
aerae,2233,6,1151,439
corncheese,2233,7,453,67
dlwocks1209,2233,6,1077,365
dogdriip,2233,6,1401,5
nayounsang1,2233,7,1104,23
roelyoon,2233,7,312,8
sukeun319,2233,7,1118,612
phg0804,2232,6,425,1
platinant,2232,5,380,5
quadratech188,2232,7,306,7
sr10220,2232,6,691,15
tlsgkdns,2232,6,1799,1311
dong0625,2231,6,547,14
halion,2231,7,777,175
javascriptguru,2231,7,437,19
lemonnade,2231,7,405,355
mathtw1030,2231,6,1037,369
clrmt,2230,7,2752,492
crescent_h,2230,6,2112,1075
khcho0125,2230,7,801,101
ksmzzang2003,2230,3,494,6
x_ray,2230,7,137,5
altair2713,2229,6,1005,2
chan031120,2229,7,482,356
checkpt,2229,7,351,6
jinha497,2229,7,856,86
jotos,2229,6,324,5
l2dnhk,2229,5,469,132
newb,2229,7,1151,13
ysnam9041,2229,6,715,49
apple0426052,2228,8,360,3
as32385,2228,6,1378,48
lukince,2228,6,1545,271
ch96an,2227,7,859,238
dalcomi20,2227,6,542,80
poto,2227,7,1591,40
js314,2210,7,478,70
popopy0412,2210,7,803,100
siguning,2210,8,431,21
tongnamuu,2210,6,1622,153
biggrace681,2209,7,674,6
kangwlgns,2209,7,1069,21
Picasso,2209,6,1112,10
povwhm,2209,0,626,5
rootcucu,2209,5,3765,1229
chun75,2208,7,453,21
kushinada,2208,6,540,87
leejuhu,2208,6,814,27
leessjn,2208,7,1368,480
starboard,2208,7,1686,714
young_out,2208,6,1889,134
zjtlfk,2208,7,658,38
dldidwns,2207,5,332,38
g072923,2207,6,1767,1230
ilksh,2207,6,715,15
kimh060612,2207,6,731,48
kkd06144,2207,7,517,27
military_devil,2207,7,1140,458
panda959595,2207,7,1100,3
picana375,2207,7,314,34
planetarynebula,2207,1,521,2
power16one5,2207,7,569,26
sth3353,2207,7,1489,16
vancomycin,2207,4,1189,134
acb0808,2206,6,1052,19
butter3105,2206,7,684,245
dlgprbs9441,2206,7,746,25
gnzpstly2000,2206,6,1991,864
javago,2206,6,2592,738
ljw1029boj,2206,6,1430,107
rrtrrt02,2206,7,1190,40
snowwantdev,2206,5,831,40
sweers_c,2206,7,534,11
james_lee,2205,7,1155,187
lemonade31,2205,6,515,1
littlesam95,2205,7,2330,1407
opl3040,2205,6,620,48
seoo2001,2205,7,512,10
swiftruby0921,2205,6,1016,658
yeongwonn01,2205,7,413,59
battlekjh,2204,7,535,106
hbsowo,2204,8,919,30
iooqooo,2204,6,648,1
keylime7,2204,7,713,413
phc328,2204,7,855,422
tor012,2204,7,577,9
sona_supporter,2227,6,747,233
aflat,2226,5,628,145
noahahn1214,2226,7,515,11
pl0892029,2226,6,324,6
skuru,2226,7,1109,295
3juhwan,2225,7,1660,88
becl3ver,2225,7,2166,1408
ds10163,2225,7,654,26
kjy2002,2225,6,1819,445
lcr7324,2225,7,2151,13
mimmyon05,2225,4,980,147
vmffotltka,2225,7,2057,426
andy627,2224,4,781,1
caritas1996,2224,7,1233,10
cshrap,2224,7,596,45
shnam28,2224,5,769,1
1234567890123,2223,6,658,20
dddddddd,2223,7,391,18
letscode100,2223,7,738,33
whguscom24,2223,7,262,16
applied7076,2222,6,1188,167
aterio,2222,7,573,36
kimhunsu96,2222,6,1666,59
mbae059,2222,7,1980,195
pillowprism,2222,7,507,20
pom0319,2222,6,626,40
hiyabye,2221,6,4520,435
junu22,2221,6,561,14
scka,2221,6,1052,4
syol101,2221,6,707,6
developerhan,2220,6,422,11
gkswns3708,2220,6,908,20
h4rry,2220,6,905,125
minpaper,2220,6,437,17
pwj6800,2220,7,685,89
rock5858,2220,7,803,63
sisoya,2220,7,903,501
skyshr,2220,7,526,19
swp1019,2220,0,428,29
tkd159,2220,8,435,190
yooj,2220,7,614,18
ahmg1216,2219,5,554,181
cyc1119,2219,7,212,7
kilhj0719,2219,6,661,16
kys329,2219,7,117,6
rkdgus0410,2219,4,464,3
seuha516,2219,6,1436,4
soo7652,2219,7,1290,6
yaachi,2219,6,1012,4
eric2057,2218,7,1250,468
hayman42,2218,5,602,8
onsbtyd,2218,7,1540,294
pixels,2218,7,268,22
asp1939,2217,6,872,149
codingbug,2217,6,313,1
enthsxpzm,2217,7,1003,142
kdh6429,2217,6,1314,24
lgm9,2217,7,568,10
lsg020302,2217,7,1169,326
minkim3987,2217,0,241,2
nahwasa,2217,7,1907,706
namespace,2217,6,532,1
scalefreeus,2217,6,1417,34
20rnjsekdns,2216,6,935,102
rafle,2216,5,1023,44
seh200,2216,7,708,68
subeloper,2216,6,1350,526
beginner1234,2215,6,849,4
nukec,2215,5,2372,448
qkrlwsnd,2215,7,1558,510
ajdxjdrnfl,2214,7,501,17
cprayer,2214,6,1444,6
dbrua1222,2214,6,1489,129
s6xybr8in,2214,6,1202,69
seonh4996,2214,7,1144,6
1000sxbh,2213,6,1077,38
cenix820,2213,4,941,103
i_am_commang,2213,6,1688,76
kimdle2,2213,6,686,24
nm090909,2213,7,629,72
skm04614,2213,7,735,111
vicente97p4,2213,6,1296,311
zagabi,2213,6,1318,1
appleshy3205,2212,7,1257,264
dnlsehdn9779,2212,8,286,9
dongwoo338,2212,6,1062,2
existrei01,2212,6,623,12
holmane333,2212,7,1068,74
kimht0830,2212,7,648,1
lys9546,2212,7,1983,600
n_o_n_o_n,2212,4,400,6
rlagusdnr120,2212,7,1304,57
rockwhale83,2212,7,651,122
tjcodnjs11,2212,6,382,23
amok,2211,3,551,1
zhaoxiuya,2211,5,483,305
gyoseon123,2210,6,1660,453
havana723,2210,6,1445,847
iseol421,2210,7,1426,80
dltmddn0322,2203,7,466,14
h010508,2203,6,474,20
hchp,2203,5,662,449
joynet,2203,6,1396,6
jubi,2203,3,308,10
kinssang,2203,6,695,1
kkgojn,2203,7,2743,325
lemon_314,2203,7,356,10
vladimir11,2203,7,1767,1364
wjh5597486,2203,7,1225,335
ckwjdgur12,2202,6,552,19
ds030337,2202,7,815,128
eric9709,2202,7,600,61
gh08077,2202,7,1773,152
ghwns82,2202,6,632,13
jh040597,2202,7,1748,1212
jihun2516,2202,7,665,65
lickelon,2202,7,1874,845
lsj0822,2202,7,1498,496
paengjiwon,2202,7,972,461
zuiverloon,2202,6,433,298
2cu1001,2201,7,454,159
c8216,2201,6,575,110
crypt9,2201,6,758,2
jang010505,2201,5,1079,4
kkuvook,2201,6,776,185
lju0912,2201,7,1614,1044
movie_jo,2201,6,3637,30
ngchaneok,2201,7,2140,1302
parkpkww,2201,6,707,1
peter030214,2201,6,464,58
platformer456,2201,7,1443,215
robert334,2201,6,805,87
sjpuma,2201,5,643,12
sr3gm,2201,6,4347,1308
ygonepiece,2201,6,2644,1387
zhiqiong,2201,7,562,88
akswnd98,2200,6,778,4
bee980727,2200,6,968,125
jihun1050,2200,6,600,82
kimhs,2200,5,1517,17
phpmysql,2200,7,1163,50
rwvrwvrwv,2200,7,1094,570
books1234,2199,7,1084,492
swh98,2199,6,925,15
tjdgus4384,2199,6,436,2
cooki0615,2198,7,492,6
magic_spirit,2198,6,509,118
mooni,2198,6,442,8
1bin,2197,0,193,7
Apple_Cplus,2197,5,1581,1
jwelyl,2197,7,3129,814
cakeaskyhan,2196,7,401,3
forin,2196,8,364,58
vega,2196,7,1138,5
kjmin2000,2195,6,1023,21
onteeae,2195,7,1033,27
starbucks_americano,2195,6,628,33
jjmjm2002,2194,6,923,14
wlgur1023,2194,6,496,237
lsj030329,2193,7,577,19
tykr0001,2193,6,789,17
yous,2193,6,883,116
franj,2192,5,1140,326
paul3143,2192,7,656,165
seurametum,2191,7,1504,1399
unta,2191,6,1977,502
wldnjsdb,2191,6,411,10
ez_code,2190,7,2093,50
kjh9267,2190,5,1209,6
sdpr,2190,6,1459,961
msjeong,2189,5,2538,1407
white_mocha,2189,5,480,0
greydra_k,2188,6,2175,872
louisdebroglie,2188,5,572,1
jpseo99,2187,7,354,19
rasauq1122,2187,7,1122,157
flareon078,2186,6,698,94
hssong,2186,7,1024,142
huisung0205,2186,6,545,6
lion021012,2186,7,497,17
yeolyii,2185,7,400,19
blou888,2184,6,869,13
impri,2184,6,529,1
chaemh2013,2183,5,805,54
dbfldkfdbgml,2183,6,769,4
ghdcks33,2183,7,746,93
itinbangk,2183,6,1465,8
openingsound,2183,6,643,1
gs16109,2182,6,607,2
wkd1685,2182,7,675,14
andyjung2104,2181,3,702,14
crispcoder,2181,6,507,17
dkprk11,2181,6,651,44
hmbgaq1,2181,7,402,4
jkuk5046,2181,6,456,3
poketred12,2181,6,1160,2
raikoin,2181,7,1199,203
fbdp1202,2180,6,1309,1
malratz,2180,7,1646,1
starcea,2151,6,559,20
swc0317,2151,6,1132,40
wogudwkd12,2151,7,471,49
wwiiiii,2151,4,647,2
insuhkim,2150,5,1174,599
qwer9412,2150,5,511,1
azruine,2149,4,1312,619
bunker12383,2149,7,599,21
cdt416z,2149,5,721,12
grands,2149,5,1154,3
hjmin_0505,2149,7,495,34
kkw564,2149,6,1163,2
mario34,2149,5,896,2
plan_pt,2149,6,2313,1295
david0506,2148,4,387,1
ngblock,2148,5,940,112
wanip17,2148,6,663,325
ai4youej,2147,4,2740,1133
gmtmoney2357,2147,7,1397,571
jsj060525,2147,6,538,10
ness9917,2147,7,598,11
juyoung35,2146,6,759,26
rhddnjs1974,2146,6,710,51
upsk1,2146,6,1319,15
akwk777,2145,6,564,6
djangg7,2145,5,757,176
khy1234,2145,2,336,139
kjykju7457,2145,5,481,1
ujoon,2145,6,1079,178
eontxl,2144,6,269,46
judge0001,2144,4,528,12
kij0909,2144,6,2492,16
namhong2001,2144,5,677,1
sinphi01,2144,6,571,81
ckdgus2482,2143,7,1629,149
dlwodud0206,2143,6,526,15
drcotr0623,2143,6,549,9
jsovsb22,2143,7,1074,28
nicksms,2143,8,91,4
osh1206,2143,7,775,40
rain_detals,2143,6,1108,153
tkdtlr1998,2143,6,636,228
csehydrogen,2142,4,1970,1
dkvmflzk98,2142,7,726,26
kevin1231,2142,5,470,100
molkanglee,2142,6,570,57
slowlybutsurely,2142,6,520,55
yim2ul2et,2142,7,1012,271
blueapple99,2141,6,842,10
loes353,2141,7,662,10
q540jh,2141,6,815,5
wjdcldn1024,2141,7,1111,88
armyantking,2140,6,1057,215
asdfgh0986,2140,5,883,69
dlstj0923,2140,5,1335,10
doraemon0903,2140,5,791,38
greenfox,2140,7,1193,535
hjhj97,2140,7,698,4
anbj1004,2139,7,381,59
jangzzang,2139,6,895,1
jjaewon,2139,0,293,0
reniowood,2139,5,681,27
sini3181,2139,7,319,30
jjangguzi,2138,6,1072,32
l1ardanc3,2138,6,1103,373
phyourak0529,2138,6,1201,18
ababc1005,2137,5,476,36
linak,2137,5,1046,270
soccer555sm,2137,5,941,16
alicia,2136,5,1896,746
bcc0830,2136,6,839,1
dsafdsaf132,2136,6,406,43
minchae2930,2136,6,1522,6
rkaskan506,2136,6,1287,290
10o0o,2135,6,491,45
ageheight,2135,7,901,110
gktgnjftm,2135,6,2009,0
iphuck22,2135,6,861,727
jbh0224,2135,5,1067,449
klm03025,2135,6,753,17
mingen,2135,6,743,402
skipp1223,2135,4,510,3
jeongdongha,2134,6,1192,15
noahdy967,2134,5,999,161
pica4500,2134,6,886,6
realbe,2134,6,458,8
sys0927,2134,6,883,2
tmdrud0,2134,6,392,3
bossnjr3,2133,6,403,44
corhydrae,2133,7,805,364
darkdulgi,2133,6,1650,512
dwax1324,2133,6,4943,386
vegahouse102,2133,6,1598,640
cbkpar,2132,6,4420,1407
flflds0811,2132,5,1118,0
blueee,2131,5,464,44
plzrun,2131,5,978,3
8624paul,2130,6,822,268
bijou9842,2130,5,504,85
eovh1962,2130,4,615,1
p_jun,2165,6,1118,51
rkdxowhd98,2165,7,666,1
sayingduck,2165,6,494,104
yt7good,2165,7,545,20
bongssi,2164,5,1224,2
kan5995,2164,6,784,17
ydk1104,2164,4,1044,9
2468ab,2163,6,757,3
cbs0615,2163,4,590,1
chrisskim228,2163,7,409,59
kevin0410,2163,6,659,11
shandy5833,2163,6,719,21
coffeetea,2162,6,761,4
jgs03177,2162,6,640,14
sweatpotato,2162,6,704,2
brant2762,2161,5,673,10
jaejin0209,2161,7,569,52
mshong1,2161,6,964,38
onepersec,2161,2,403,17
jun83,2160,6,675,151
cloyster,2159,5,270,22
dbtmdgns4296,2159,6,680,7
saycorn,2159,6,497,7
tat1218,2159,7,819,2
ispark,2158,7,411,6
rlqja6779,2158,5,620,55
meaculpa9450,2157,7,813,131
qdjjd,2157,6,550,1
ryazimn,2157,8,132,14
julysky,2156,7,541,8
specidiee,2156,6,1312,61
jatana,2155,0,127,2
protalk,2155,6,1920,22
jdj1211,2154,6,966,10
junhyeog,2154,6,544,6
miso38,2154,7,432,6
skdudn321,2154,4,983,2
skyde47,2154,6,380,1
slowfouriertransform,2154,5,161,100
lim551,2153,0,606,1
o9j8w7,2153,2,698,27
spark_1130,2153,6,608,15
314programs,2152,6,1682,1200
dngnogu,2152,6,3046,198
kimcoding,2152,6,536,1
shyram,2152,6,888,1
hanys21,2151,7,495,55
ljm31415,2151,6,472,48
namil208,2151,6,489,3
oxoo2m,2151,6,752,72
RiKang,2180,1,373,1
rlfahs3025,2180,7,674,25
sky0331,2180,6,1631,2
bkwak,2179,7,1139,176
cea,2179,6,1119,0
chsong00,2179,7,1361,33
Rose,2179,6,1062,6
sweetiemashiro,2179,5,413,11
ljwljw8541,2178,6,1696,32
minsiwon00,2178,7,349,10
surung9898,2178,7,3199,1305
thdtjdals3,2178,3,713,14
xloolx03,2178,7,2265,97
holonomic0401,2177,1,303,0
wjdrkrwnd,2177,6,824,3
lapi5,2176,7,338,12
leemyl,2175,5,871,61
ssskid,2175,7,642,407
taiga,2175,6,905,100
hu8232,2174,6,922,200
qwebnm7788,2174,6,1069,1
moon960323,2173,6,335,15
kgw0103,2172,6,561,5
wbjeon2k,2172,7,547,5
2_j,2171,5,934,71
akwkek11,2171,5,606,42
channynet,2171,7,956,353
osjoon,2171,6,457,101
rbtmd1010,2171,6,1270,6
koko514,2170,5,1100,1
magenta,2170,7,964,145
q8514199,2170,6,568,11
kritias,2169,6,1652,673
pillarpond,2169,6,743,11
jinjh0707,2168,7,1001,3
vsono,2168,7,469,151
0203peter,2167,6,1567,75
ds4ouj,2167,6,1194,16
solo5star,2167,6,686,7
yoonkoo2001,2167,1,304,0
codebabo,2166,5,1251,60
juhan,2166,5,425,1
rkwhrcjsaud,2166,6,824,4
sorting,2166,0,155,6
starwarscks,2166,5,789,3
yangpyeong,2166,6,927,14
BothEarRim,2165,6,6533,1115
gytjdttop,2165,6,915,327
lee_seulbi,2165,6,1537,214
ls4154,2165,6,669,2
pings,2120,6,641,1
beddl,2119,7,347,2
dlwodnsdl,2119,5,1284,1
dps2,2119,6,869,5
gwip247,2119,6,401,37
ksi990302,2119,6,640,33
kyh298494,2119,7,846,482
lety,2119,6,1543,1
panitox,2119,6,431,14
rootcom4,2119,7,609,128
sure97,2119,7,736,40
yuuki08noah,2119,6,713,324
codemun26,2118,6,661,15
hengunkaduk,2118,6,716,22
hxgn0221,2118,4,666,6
hyoseok,2118,7,830,8
keunbum,2118,6,1556,9
ryu_eclipse,2118,6,959,100
scalalang,2118,5,984,6
whitehorse,2118,6,1987,1404
wnsqlehlswk,2118,5,1002,1
juhyun16,2116,4,624,11
jyc9326,2116,6,416,23
kiw970923,2116,5,851,525
mojunsul,2116,7,532,5
wclee2265,2116,7,399,8
y305205,2116,6,1379,6
zerowest1001,2116,6,517,3
a_bcde,2115,6,667,6
b643100,2115,6,850,9
eldpswp99,2115,6,506,2
ik_e,2115,6,1347,1
mathlife,2115,6,434,208
powerlsj7,2115,6,696,17
shijun2009,2115,6,540,75
asdarwin03,2114,6,1594,1141
cnysainit1,2114,6,492,16
ha_ram,2114,5,815,1
kimsd1983,2114,5,1599,502
rhasya,2114,6,680,6
sangmin7b,2114,6,548,120
woo960131,2114,4,689,2
aibf0815,2113,6,711,69
degurii,2113,6,1392,4
dmswl022329,2113,4,767,15
sjb8032,2113,6,621,168
skyload96,2113,8,200,53
chorogchip,2112,6,954,29
junghyun33,2112,6,383,60
hadudwo0409,2130,6,510,13
isku,2130,4,1259,1
myeongbo123,2130,6,725,10
sprout6626,2130,6,860,220
alohajm,2129,5,846,1
dlfgh159,2129,6,1136,2
js1044k,2129,6,1186,257
maxcruickshanks,2129,8,294,32
possible,2129,6,1464,130
skeletonk,2129,6,1114,50
yumk0717,2129,6,441,24
